0,1,2,3,4
0.0,0.581687898089172,0.37549349320076036,0.7308970099667774,0.0
0.9877408056042032,0.9479090242112986,0.8057335581787521,0.7875912408759124,1.0
0.45716573258606885,0.8711212640395964,0.5749563482165129,0.4701934465061192,0.0
0.0,0.5876591576885406,0.7543371171557078,0.8660155271725519,1.0
0.0,0.772707705553164,0.47774767801857587,0.5304198800342759,0.0
0.0,0.6599389814597513,0.7026097511632612,0.6914836636314944,0.9950738916256158
1.0,0.7580853816300129,0.8042142230026339,0.4120278330019881,1.0
0.0,0.690958690568979,0.4957850368809273,0.5892432175154688,0.0
0.0,0.4751918859649123,0.6851211072664359,0.5201448619284744,0.1557377049180328
0.0,0.7590829609481251,0.6958561376075059,0.39958448753462605,0.2063953488372093
0.0,0.6177246624243364,0.6778711484593838,0.6941617568291376,1.0
0.0,0.9675486769845232,0.422588592003032,0.7315936626281454,1.0
0.0,0.783095197107936,0.6328715365239295,0.5512727272727272,0.0
1.0,1.0,0.6750044037343668,0.46976241900647947,0.0
1.0,0.44962434983625504,0.6977250247279921,1.0,0.0
0.21559633027522937,0.9251388888888888,0.16847348373864635,0.939562794684955,1.0
1.0,0.7846114907618325,0.8335938610203212,0.992503748125937,0.0
1.0,0.749112426035503,0.8441938178780284,0.6366348448687351,1.0
0.0,0.8060684127665665,0.6917757470980489,0.49722991689750695,0.0
0.0,0.8535661687355355,0.7526349752634975,0.678714859437751,0.0
0.0,0.7833803953206938,0.834038950042337,0.6443914081145584,0.08605341246290801
0.8818040435458787,0.6149960116990162,0.9045730901401005,0.984468339307049,1.0
1.0,0.9398563734290843,0.6759424041417247,0.8196962273395394,1.0
0.62472647702407,0.588018611865064,0.6930365468491503,0.45663716814159294,0.0
0.0,0.5717014165207703,0.6751374928882988,0.6884899683210137,0.0
0.8223684210526315,0.8134441087613293,0.8199002908184462,0.976824034334764,1.0
1.0,0.7856163041348226,0.7575640530449337,0.0,1.0
1.0,0.6983857264231096,0.4942355889724311,0.7725947521865889,0.0
1.0,0.8134362934362934,0.8074380165289257,0.8152027027027027,1.0
1.0,0.8575307748008689,0.6393635827931644,0.9591836734693877,0.0
1.0,0.7126309983452841,0.680640243902439,0.9252651880424301,0.0
0.0,0.5811676753292987,0.613047068538398,0.6469926925238898,0.0
1.0,0.48540424881552807,0.6160595079153156,0.4441391941391941,0.0
0.0,0.5935951875442321,0.5396355353075171,0.4719566602931804,0.0
0.9523809523809523,0.5757326308857426,0.6091138081062515,0.8256103637269556,1.0
1.0,0.6647821749251746,0.8754527162977868,0.6775832862789385,1.0
0.7580372250423012,1.0,0.6615239294710328,0.575682382133995,0.4026315789473684
1.0,0.6056213540745978,0.8722986247544204,0.471541650961176,1.0
1.0,0.81328,0.33912714906480257,1.0,0.0
1.0,0.690943336995762,0.5854777905261432,0.889367816091954,0.0
0.48395967002749773,0.6873138773079214,0.856231105139402,0.7708182476466329,0.0
0.0,0.8927769461077845,0.7042079207920792,1.0,1.0
1.0,0.5722956568653899,0.25020048115477145,0.3247232472324723,0.0
0.0,0.5429442352519276,0.32805780147944263,0.05598831548198637,0.0
1.0,0.42149059334298117,0.5401847121241894,0.2519310754604872,0.0
0.4791666666666667,0.8567339799650183,0.5832083958020989,0.6273329319686936,0.0
1.0,0.6174621653084983,0.7678307919331038,0.7462882096069869,1.0
0.0,0.8498820501822861,0.5957664731990441,0.48066690315714794,0.0
0.0,0.9596440397350994,0.8491934290365547,0.10744297719087635,1.0
1.0,0.7750889679715303,0.6768912631397553,0.836272040302267,1.0
